inspection_id,dba_name,facility_type,risk,address,zip,inspection_date,inspection_type,results,latitude,longitude
2615971,PANDA EXPRESS #3878,Food Service,Risk 1 (High),3358 W LAWRENCE AVE,60625,2025-04-17,License Re-Inspection,Pass w/ Conditions,41.968511054386354,-87.71330376345138
2615951,CASERAS SABOR REAL,Mobile,Risk 2 (Medium),135 N KEDZIE AVE,60612,2025-04-17,Canvass,Pass,41.88390509704504,-87.70605925083947
2615932,ST. EDWARD SCHOOL,Child or Student Facilities,Risk 1 (High),4343 W SUNNYSIDE,60630,2025-04-17,Canvass Re-Inspection,Pass,41.96255184346853,-87.73737268984897
2615931,BODY ENERGY CLUB,Food Service,Risk 2 (Medium),1750 N CLARK ST,60614,2025-04-17,License,Pass,41.91434219938819,-87.63373571866379
2615967,LAKE EFFECT BREWING COMPANY,Retail,Risk 3 (Low),3074 N MILWAUKEE AVE,60618,2025-04-17,License,Pass,41.93691659006879,-87.72050967194036
2615947,EXQUISITE CATERING CO.,Food Service,Risk 1 (High),7261 S EXCHANGE AVE,60649,2025-04-17,License,Pass,41.763170624145694,-87.56354262386552
2616003,GREEN LINE FOOD MART,Retail,Risk 1 (High),7701 S RACINE AVE,60620,2025-04-17,Canvass Re-Inspection,Fail,41.75404790407191,-87.65368521772726
2615950,DELUXE GLOBAL MARKET INC.,Retail,Risk 1 (High),6332 W HIGGINS AVE,60630,2025-04-17,Canvass Re-Inspection,Pass,41.97598404665639,-87.78656131042733
2615940,JANIK'S CAFE,Food Service,Risk 1 (High),2011 W DIVISION ST,60622,2025-04-17,Canvass,Pass,41.90307250619249,-87.67775518394137
2615909,JOSEPH WARREN ELEMENTARY,Child or Student Facilities,Risk 1 (High),9239 S JEFFERY AVE,60617,2025-04-17,Canvass,Pass,41.72677473606295,-87.575316204668
2615911,PIZZA CAPRI / ZIG ZAG KITCHEN,Food Service,Risk 1 (High),3310 N ELSTON AVE,60618,2025-04-17,License,Pass,41.94150500837175,-87.70161256062126
2615990,CRAZY PHILLY,Food Service,Risk 1 (High),333 N CENTRAL AVE,60644,2025-04-17,Complaint,Pass w/ Conditions,41.886736408932926,-87.7649467072484
2615999,HALA IN,Food Service,Risk 1 (High),4624 W LAWRENCE AVE,60630,2025-04-17,Canvass,Pass,41.96818122048353,-87.74393394673731
2615956,Nino's Heroes Elementary,Child or Student Facilities,Risk 1 (High),8344 S Commercial (3000E),60617,2025-04-17,Canvass Re-Inspection,Fail,41.74374968941871,-87.55189813096123
2615948,EL PROGRESSO,Retail,Risk 1 (High),3937 W 31ST ST,60623,2025-04-17,Complaint Re-Inspection,Pass,41.83678848302045,-87.7233568547893
2615906,DIVISION QUICK MART,Retail,Risk 3 (Low),5652 W DIVISION ST,60651,2025-04-17,License Re-Inspection,Pass,41.90222162432598,-87.7677718454794
2615942,BODY ENERGY CLUB,Food Service,Risk 2 (Medium),2355 N LINCOLN AVE,60614,2025-04-17,License,Pass,41.924934718635406,-87.6478328749538
2616000,SLICE FACTORY,Food Service,Risk 2 (Medium),1546 W 35TH ST,60609,2025-04-17,Canvass,Pass,41.830619099685535,-87.66498111376346
2615974,YOUNG ACHIEVERS ACADEMY,Child or Student Facilities,Risk 1 (High),518-520 E 79TH ST,60619,2025-04-17,License,Pass,41.75128228864288,-87.6116913674823
2615910,DUNKIN',Food Service,Risk 2 (Medium),1201 N CLARK ST,60610,2025-04-17,Canvass,Fail,41.90399737868753,-87.63130110621994
2615993,Cafe Central,Food Service,Risk 1 (High),1437 W CHICAGO AVE,60642,2025-04-17,Canvass,Fail,41.89601487282557,-87.66400463193145
2615933,CHESS CLUB COFFEE,Food Service,Risk 2 (Medium),3142-3144 W IRVING PARK RD,60618,2025-04-17,License,Pass w/ Conditions,41.954034303601645,-87.70732758144212
2615944,THOMAS HOYNE ELEMENTARY,Child or Student Facilities,Risk 1 (High),8905 S CRANDON AVE,60617,2025-04-17,Canvass,Fail,41.73330693371226,-87.56819050212421
2615954,LAKE EFFECT BREWING COMPANY,Retail,Risk 3 (Low),3074 N MILWAUKEE AVE,60618,2025-04-17,License,Pass,41.93691659006879,-87.72050967194036
2615811,VISITA MARAVATIO RESTAURANT,Food Service,Risk 1 (High),1623 W 43rd ST,60609,2025-04-16,Canvass,Pass,41.81574727482529,-87.66621797293804
2615889,ZELLY'S HEAVENLY BREAKFAST INC.,Food Service,Risk 1 (High),554 W PERSHING RD,60609,2025-04-16,Short Form Complaint,Pass,41.82363599819552,-87.64082111787692
2615824,STAX CAFE,Food Service,Risk 1 (High),1401 W TAYLOR ST,60607,2025-04-16,Canvass Re-Inspection,Pass,41.86922878759179,-87.66170014621903
2615794,REILLY'S DAUGHTER IRISH PUB,Food Service,Risk 1 (High),5700 S CICERO AVE,60638,2025-04-16,Canvass Re-Inspection,Pass,41.789329323265385,-87.74164564419637
2615826,BACCI CAFE AND PIZZERIA ON MILWAUKEE AVE. INC.,Food Service,Risk 1 (High),4367 N MILWAUKEE AVE,60641,2025-04-16,Complaint Re-Inspection,Pass,41.96055088007665,-87.7542307472157
2615850,YAO'S CAFE,Food Service,Risk 1 (High),601 W 43RD ST,60609,2025-04-16,Canvass,Pass w/ Conditions,41.816155082491385,-87.64088352173687
2615890,EXTREME BURGER,Mobile,Risk 2 (Medium),2300 S THROOP AVE,60608,2025-04-16,License,Pass w/ Conditions,41.85045102427,-87.65879785567869
2615816,RAYMONDS TACOS LLC,Food Service,Risk 1 (High),229 S WESTERN AVE,60612,2025-04-16,License,Pass,41.87766464568878,-87.68619648268242
2615885,FLOVAL BAKERY LLC,Food Service,Risk 1 (High),4434 W 59TH ST,60629,2025-04-16,License,Pass,41.78593046631094,-87.73411585836406
2615838,HAIRE'S GULF SHRIMP,Mobile,Risk 2 (Medium),1900 N AUSTIN AVE,60639,2025-04-16,License,Fail,41.91482042670598,-87.77555966968384
2615812,RAYMONDS TACOS LLC,Food Service,Risk 1 (High),229 S WESTERN AVE,60612,2025-04-16,Canvass,Out of Business,41.87766464568878,-87.68619648268242
2615870,JR'S JAMAICAN TROPICAL CAFE,Food Service,Risk 1 (High),8010 S ASHLAND AVE,60620,2025-04-16,Canvass Re-Inspection,Pass,41.74815353932014,-87.6635265480155
2615818,SMOOTHIE KING,Food Service,Risk 2 (Medium),3479 N BROADWAY,60657,2025-04-16,Short Form Complaint,Pass,41.94540771079918,-87.64592840984837
2615903,"79 FOOD & DELI, INC.",Retail,Risk 1 (High),343 E 79TH ST,60619,2025-04-16,License,Fail,41.750982043915,-87.61645548496791
2615797,RJ GRUNTS,Food Service,Risk 1 (High),5700 S CICERO AVE,60638,2025-04-16,Canvass Re-Inspection,Pass,41.789329323265385,-87.74164564419637
2615829,"DREAMCHILD DEVELOPMENT CENTER, INC.",Child or Student Facilities,Risk 1 (High),1836 W 87TH ST,60620,2025-04-16,Canvass,Fail,41.73581529025494,-87.66943825684788
2615896,CLUB LUCKY INC,Food Service,Risk 1 (High),1822-24 W WABANSIA AVE,60622,2025-04-16,Canvass Re-Inspection,Pass,41.91247698463728,-87.67361846778101
2615856,FUNNEL CAKE & ICEE MAN,Mobile,Risk 2 (Medium),2300 S THROOP ST,60608,2025-04-16,License,Pass,41.85045102427,-87.65879785567869
2615898,CHIPOTLE MEXICAN GRILL #3367,Food Service,Risk 1 (High),725 S SEELEY AVE,60612,2025-04-16,Canvass Re-Inspection,Pass,41.87237073877844,-87.67744571098108
2615809,SOCIETY COFFEE,Food Service,Risk 2 (Medium),1816 N WELLS ST,60614,2025-04-16,License,Pass w/ Conditions,41.91529364637974,-87.63498408685143
2615820,HERITAGE RESTAURANT & CAVIAR BAR,Food Service,Risk 1 (High),2700 W CHICAGO AVE,60622,2025-04-16,Canvass,Pass w/ Conditions,41.89577762053548,-87.69430043757517
2615810,EASTER SEALS METROPOLITAN CHICAGO INC.,Child or Student Facilities,Risk 1 (High),1939 W 13TH ST.,60608,2025-04-16,Canvass Re-Inspection,Pass,41.864844873136285,-87.6752189405459
2615868,LA COSTA,Food Service,Risk 1 (High),3119-3121 N CENTRAL AVE,60634,2025-04-16,Canvass,Pass w/ Conditions,41.93735506983236,-87.76630744539683
2615803,DUNKIN DONUTS /M BURGER/ /BEECHERS/ WHITE SOX,Food Service,Risk 1 (High),5700 S CICERO AVE,60638,2025-04-16,Canvass,Pass,41.789329323265385,-87.74164564419637
2615855,The New Sullivan Elementary School,Child or Student Facilities,Risk 1 (High),8331 S Mackinaw AVE,60617,2025-04-16,Canvass,Pass,41.74383020135136,-87.54289099605211
2615800,"LEARNING TREE PRESCHOOL AND NURSERY, INC.",Child or Student Facilities,Risk 1 (High),6161 S KEDZIE AVE,60629,2025-04-16,Canvass Re-Inspection,Pass,41.78084306045778,-87.70304248538193
2615821,IMMACULATE CONCEPTION,Child or Student Facilities,Risk 1 (High),8739 S EXCHANGE AVE,60617,2025-04-16,Canvass,Pass,41.73619954540329,-87.55264455369914
2615849,TACO FIRME,Food Service,Risk 1 (High),2640 W CHICAGO AVE,60622,2025-04-16,Canvass,Fail,41.89578616153153,-87.69342745531497
2615796,AMELIA EARHART  ELEMENTARY,Child or Student Facilities,Risk 2 (Medium),1710 E 93RD ST,60617,2025-04-16,Canvass,Pass,41.72613497913613,-87.58217726978825
2615892,GOMEZ TACOS REST,Food Service,Risk 1 (High),3016 E 91ST ST,60617,2025-04-16,Canvass,Pass w/ Conditions,41.73019682889687,-87.55047439684799
2615817,INDIAN CLAY POT,Food Service,Risk 1 (High),1800-1802 W IRVING PARK RD,60613,2025-04-16,License,Pass,41.95432383794356,-87.67432083688223
2615843,LITTLE VILLAGE HIGH SCHOOL,Child or Student Facilities,Risk 1 (High),3120-3126 S KOSTNER,60623,2025-04-16,Canvass,Pass,41.836019534753326,-87.73419465301697
2615857,FONSECA NUTRISIION,Supplemental Food,Risk 2 (Medium),2637-2639 W 51ST ST,60632,2025-04-16,Canvass Re-Inspection,Pass,41.800936631473,-87.69056582155538
2615854,ASIA BUFFET AND GRILL,Food Service,Risk 1 (High),8059 S CICERO AVE,60652,2025-04-16,Complaint Re-Inspection,Pass,41.74597828184761,-87.74109990445396
2615793,Galileo Elementary / ATP,Child or Student Facilities,Risk 1 (High),820 S Carpenter ST,60607,2025-04-16,Canvass,Pass,41.87124633721824,-87.65340204686326
2615865,"WAKE-N-BAKERY, INC.",Food Service,Risk 2 (Medium),3508 N BROADWAY,60657,2025-04-16,Complaint,Pass w/ Conditions,41.94571075549612,-87.64643499671985
2615790,BRGRBELLY,Food Service,Risk 1 (High),5739 W IRVING PARK RD,60634,2025-04-16,Canvass,Pass,41.95302031944678,-87.77104624990605
2615878,WENDY'S #11743,Food Service,Risk 1 (High),145 S WESTERN AVE,60612,2025-04-16,Complaint Re-Inspection,Pass,41.87894400421384,-87.68622682716615
2615877,"BABAS FAMOUS STEAK AND LEMONADE ON LARAMIE, INC",Food Service,Risk 1 (High),345 N CENTRAL AVE,60644,2025-04-16,License Re-Inspection,Fail,41.88708768190208,-87.76495725072779
2615830,STAR FARM CHICAGO,Retail,Risk 1 (High),5256 S ASHLAND,60609,2025-04-16,License,Not Ready,41.797818914570925,-87.6648302194387
2615819,UNCLE REMUS SFC 1 LLC,Food Service,Risk 2 (Medium),1900 N AUSTIN AVE,60639,2025-04-16,Canvass,Fail,41.91482042670598,-87.77555966968384
2615871,"EL GALLO GIRO, INC.",Food Service,Risk 1 (High),6531 W 63RD ST,60638,2025-04-16,Canvass,Pass,41.77751201765896,-87.78498868557223
2615814,REILLY'S DAUGHTER IRISH PUB,Retail,Risk 3 (Low),5700 S CICERO AVE,60638,2025-04-16,Canvass,Pass,41.789329323265385,-87.74164564419637
2615789,"MESA URBANA, ATOLITO MEXICAN KITCHEN",Food Service,Risk 1 (High),4024-4026 N MILWAUKEE AVE,60641,2025-04-16,Canvass,Pass,41.9538177479583,-87.74821678621218
2615801,Vanderpoel Magnet,Child or Student Facilities,Risk 1 (High),9510 S Prospect (1700W),60643,2025-04-16,Canvass Re-Inspection,Pass,41.720781521886025,-87.66558525674999
2615839,DULCE MESA,Food Service,Risk 1 (High),2835 N CENTRAL AVE,60634,2025-04-16,Canvass,Pass,41.93233307427379,-87.7661365319532
2615858,EL BUEN TACO #4,Mobile,Risk 2 (Medium),2300 S THROOP ST,60608,2025-04-16,License Re-Inspection,Pass,41.85045102427,-87.65879785567869
2615853,LINDSEY NICOLE MCCALL / DIVINE BITES BAKERY,Food Service,Risk 1 (High),1458 E 72ND PL,60619,2025-04-16,Canvass,Pass,41.76341071622778,-87.58860772034265
2615879,POPEYE'S #832,Food Service,Risk 1 (High),6340 N BROADWAY,60660,2025-04-16,Complaint Re-Inspection,Pass,41.99759055792071,-87.66063912272912
2615799,PUPUSERIA Y RESTAURANT EL CENTRO AMERICANO LLC,Food Service,Risk 1 (High),4064 N LINCOLN AVE,60618,2025-04-16,License,Pass,41.955868080075895,-87.68012286699279
2615786,T&J FOOD SERVICES LLC,Mobile,Risk 2 (Medium),135 N KEDZIE AVE,60612,2025-04-15,License,Pass,41.88390509704504,-87.70605925083947
2615784,TACO MOTORA INC,Mobile,Risk 1 (High),2300 S THROOP ST,60608,2025-04-15,License,Pass,41.85045102427,-87.65879785567869
2615760,CRAB ISLAND SEAFOOD MARKET,Food Service,Risk 1 (High),9119 S COMMERCIAL AVE,60617,2025-04-14,Canvass,Pass,41.72947638075814,-87.55109579090072
2615727,"SU TAQUERIA EL GALLO BRAVO 5, INC.",Food Service,Risk 1 (High),1429 W MONTROSE AVE,60613,2025-04-14,Complaint,Pass w/ Conditions,41.96152292353091,-87.66611582362441
2615770,TACO PROS/EGG HOLIC,Food Service,Risk 2 (Medium),1400 E 47TH DR,60653,2025-04-14,License,Pass,41.80979548271692,-87.59237386663331
2615751,CHIPOTLE,Food Service,Risk 1 (High),4657 W IRVING PARK RD,60641,2025-04-14,Canvass,Pass,41.95333499661926,-87.74486145809504
2615699,73 ST HAROLDS CHICKEN,Food Service,Risk 2 (Medium),7318 S VINCENNES AVE,60621,2025-04-14,License,Pass,41.76126021386328,-87.63005894785265
2615743,"HOOTS OF SOUTH LOOP, INC.",Food Service,Risk 1 (High),1238 S CANAL ST,60607,2025-04-14,Short Form Complaint,Pass,41.86617419725293,-87.63935715030641
2615730,PEPE TACO,Food Service,Risk 1 (High),11652 S WESTERN AVE,60643,2025-04-14,Short Form Complaint,Pass,41.68109249164601,-87.68096792419318
2615713,CAFE ISTANBUL,Food Service,Risk 1 (High),2014 W DIVISION ST,60622,2025-04-14,Canvass,Fail,41.903289141646646,-87.67791409556975
2615729,SHARKS FISH & CHICKEN,Food Service,Risk 1 (High),1828 W 79TH ST,60620,2025-04-14,Canvass Re-Inspection,Fail,41.75038810695197,-87.66943851696668
2615712,STEVENSON EARLY CHILDHOOD CENTER,Child or Student Facilities,Risk 1 (High),8040 S KOSTNER AVE,60652,2025-04-14,Canvass,Pass,41.74622597512814,-87.7316736193093
2615704,Higgins Community,Child or Student Facilities,Risk 1 (High),11710 S Morgan (1000W),60643,2025-04-14,Canvass,Pass,41.68100687334106,-87.64702985466145
2615688,SUPERMERCADO LA TORTILLA,Retail,Risk 1 (High),5915-5919 S WESTERN AVE,60636,2025-04-14,Canvass Re-Inspection,Fail,41.78606405492386,-87.68367354236314
2615703,FAIRPLAY FINER FOOD,Retail,Risk 1 (High),2200 S WESTERN AVE,60608,2025-04-14,Canvass,Pass,41.85198383957328,-87.68578570420526
2615756,GIORDANO'S RESTAURANT,Food Service,Risk 1 (High),5159 S PULASKI RD,60632,2025-04-14,Canvass,Pass,41.79880689486848,-87.72317475298641
2615761,SUBWAY,Food Service,Risk 1 (High),1431 W 95TH ST,60643,2025-04-14,Short Form Complaint,Pass,41.721150403975535,-87.65896665104286
2615697,STEVENSON ELEMENTARY,Child or Student Facilities,Risk 1 (High),8010 S Kostner,60652,2025-04-14,Canvass,Pass,41.74711092556008,-87.73170248219492
2615750,NORTH CENTER PRIME,Food Service,Risk 1 (High),4138-4142 N LINCOLN,60618,2025-04-14,License,Pass,41.95692025391941,-87.68086072097182
2615724,LINCOLN PARK SMOOTHIE SPOT,Food Service,Risk 2 (Medium),1647 N WELLS ST,60614,2025-04-14,Complaint,Pass w/ Conditions,41.91252211788936,-87.63460539376686
2615749,DOMINOS PIZZA,Food Service,Risk 1 (High),2337 W CERMAK RD,60608,2025-04-14,Canvass,Pass w/ Conditions,41.85192841685362,-87.68472649164053
2615745,BONCI ROMAN STYLE PIZZARIA,Food Service,Risk 1 (High),3151 N BROADWAY,60657,2025-04-14,Complaint,Fail,41.93919411054692,-87.64422395471186
2615726,TACO BELL #2513,Food Service,Risk 1 (High),6944 W ARCHER AVE,60638,2025-04-14,Canvass Re-Inspection,Pass,41.79218559796885,-87.79580846844716
2615754,EL RINCONCITO DE ARANDAS,Food Service,Risk 1 (High),3645 1/2 W 83RD PL,60652,2025-04-14,Canvass,Pass,41.74128282135388,-87.71382961609703
2615739,CULICHI TOWN,Food Service,Risk 1 (High),7601 S Cicero AVE,60652,2025-04-14,Canvass,Out of Business,41.75466012439374,-87.74138475860521
2615744,LA MICHOACANA ICE CREAM SHOP,Food Service,Risk 1 (High),3591-3597 N MILWAUKEE AVE,60641,2025-04-14,Canvass Re-Inspection,Pass,41.94614005344282,-87.73518301995274
2615769,GREEN LINE FOOD MART,Retail,Risk 1 (High),7701 S RACINE AVE,60620,2025-04-14,Canvass Re-Inspection,Fail,41.75404790407191,-87.65368521772726
2615678,BURNHAM MATH AND SCIENCE ACADEMY,Child or Student Facilities,Risk 1 (High),9928 S CRANDON AVE FL,60617,2025-04-14,Canvass Re-Inspection,Pass,41.71440176347309,-87.56716721220778
2615696,OUR LADY OF GUADALUPE,Child or Student Facilities,Risk 1 (High),9050 S BURLEY AVE,60617,2025-04-14,Canvass,Pass,41.73040689872403,-87.54582297896138
2615702,ARAMARK @ LOYOLA DENOBILI,Food Service,Risk 1 (High),6350 N KENMORE AVE,60660,2025-04-14,Complaint Re-Inspection,Pass,41.99790804234051,-87.6572011479441
2615732,MIDWAY SUB,Food Service,Risk 1 (High),6421 W ARCHER AVE,60638,2025-04-14,Canvass,Pass,41.7922147542527,-87.78277752928788
2615675,ST. DANIEL THE PROPHET,Child or Student Facilities,Risk 1 (High),5337 S NATOMA AVE,60638,2025-04-14,Canvass,Pass,41.79485633637961,-87.78784398186284
2615748,PIECE / PIECE OUT,Food Service,Risk 1 (High),1923-1929 W NORTH AVE,60622,2025-04-14,Canvass,Fail,41.91039968165606,-87.67601118847784
2615695,CARNITAS ROLDAN,Food Service,Risk 1 (High),2845 W JACKSON BLVD,60612,2025-04-14,Canvass,Pass,41.877305979696665,-87.69798042625384
2615728,SABRI NIHARI,Food Service,Risk 1 (High),2500-2502 W DEVON AVE,60659,2025-04-14,Complaint Re-Inspection,Pass,41.99779705677236,-87.69238861949636
2615742,'C' A CATERING AND EVENT COMPANY,Food Service,Risk 1 (High),4300-4304 N CENTRAL AVE,60634,2025-04-14,Canvass,Pass,41.958699198573456,-87.76733239271287
2615691,PARK WEST COOPERATIVE NURSERY SCHOOL,Child or Student Facilities,Risk 1 (High),2214 N BISSELL ST,60614,2025-04-14,License,Pass,41.922244009804494,-87.65243951653153
2615707,TACO PROS,Food Service,Risk 1 (High),7108 S WESTERN AVE,60636,2025-04-14,Canvass Re-Inspection,Fail,41.764382281173226,-87.68338148169377
2615686,Vanderpoel Magnet,Child or Student Facilities,Risk 1 (High),9510 S Prospect (1700W),60643,2025-04-14,Canvass Re-Inspection,Fail,41.720781521886025,-87.66558525674999
2615734,THORP ELEM/LEARN CHARTER,Child or Student Facilities,Risk 1 (High),8914 S BUFFALO AVE BSMT,60617,2025-04-14,Canvass,Fail,41.73331034983172,-87.54451462352165
2615676,HERMOSA BODEGA,Retail,Risk 3 (Low),4100 W NORTH AVE,60639,2025-04-14,License Re-Inspection,Pass,41.90996088324753,-87.728874960377
2615694,GORDILLAS,Food Service,Risk 1 (High),5844-5846 W 63RD ST,60638,2025-04-14,Canvass,Pass,41.77803369547776,-87.76835069110851
2615701,HAROLDS'S CHICKEN SHACK,Food Service,Risk 2 (Medium),7318 S VINCENNES AVE,60621,2025-04-14,Canvass,Out of Business,41.76126021386328,-87.63005894785265
2615758,JR'S JAMAICAN TROPICAL CAFE,Food Service,Risk 1 (High),8010 S ASHLAND AVE,60620,2025-04-14,Canvass Re-Inspection,Fail,41.74815353932014,-87.6635265480155
2615771,ROSATIS PIZZA UPTOWN,Food Service,Risk 1 (High),4863 N BROADWAY,60640,2025-04-14,Complaint,Fail,41.97080642960141,-87.65957208352962
2615603,"AFTER SCHOOL MATTERS,INC",Food Service,Risk 1 (High),3401-3435 N CICERO AVE,60641,2025-04-11,Canvass,Pass,41.94252417010294,-87.74681882684068
2615638,UNIVERSITY OF CHICAGO,Food Service,Risk 1 (High),1111 E 60TH ST,60637,2025-04-11,Canvass,Pass,41.7858403021095,-87.59906822381724
2615627,COLUMBUS MANOR RESIDENTIAL CARE & HOME,Elders Facilities,Risk 1 (High),5107-5121 W JACKSON BLVD,60644,2025-04-11,Canvass Re-Inspection,Pass,41.87656421743353,-87.75374480570642
