inspection_id,dba_name,aka_name,license_,facility_type,risk,address,city,state,zip,inspection_date,inspection_type,results,violations,latitude,longitude,location
2615830,STAR FARM CHICAGO,STAR FARM CHICAGO,2997480,Grocery Store,Risk 2 (Medium),5256 S ASHLAND,CHICAGO,IL,60609,2025-04-16T00:00:00.000,License,Not Ready,,41.797818914570925,-87.6648302194387,"
,  
(41.797818914570925, -87.6648302194387)"
2615816,RAYMONDS TACOS LLC,RAYMONDS TACOS,3021024,Restaurant,Risk 1 (High),229 S WESTERN AVE,CHICAGO,IL,60612,2025-04-16T00:00:00.000,License,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: CLEAN AND DEFROST THE INTERIOR OF THE CHEST FREEZER WITH ICE BUILDUP AND FOOD DEBRIS INSIDE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED A GAP BETWEEN THE FLOOR AND WALL IN THE DISH WASHING AREA.  MANAGEMENT INSTRUCTED TO INSTALL BASEBOARD ALONG THE WALLS OF THE DISH WASHING AREA AND AROUND THE MOP SINK.",41.87766464568878,-87.68619648268242,"
,  
(41.87766464568878, -87.68619648268242)"
2615826,BACCI CAFE AND PIZZERIA ON MILWAUKEE AVE. INC.,BACCI CAFE AND PIZZERIA,1444299,Restaurant,Risk 1 (High),4367 N MILWAUKEE AVE,CHICAGO,IL,60641,2025-04-16T00:00:00.000,Complaint Re-Inspection,Pass,"37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: 3-302.12 OBSERVED MULTIPLE CONTAINERS OF FOOD WITHOUT LABELS. INSTRUCTED TO LABEL ALL BULK FOOD ITEMS NOT INSIDE ORIGINAL CONTAINER (FLOUR, SUGAR, CORNMEAL, ETC.). | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-501.12 OBSERVED CUTTING BOARDS IN THE REAR PREP AREA WITH OPEN SEAMS AND DARK STAINS. INSTRUCTED TO REFINISH OR REPLACE DAMAGED OR STAINED CUTTING BOARDS AND MAINTAIN AT ALL TIMES. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 	6-501.12 OBSERVED GREASE BUILDUP, FOOD DEBRIS, AND DIRT ON FLOOR UNDER COOKING EQUIPMENT, ALONG WALLS AND IN ALL CORNERS IN PREP, DISH WASHING, STORAGE AND BASEMENT AREAS. INSTRUCTED MANAGER TO CLEAN FLOORS UNDER ALL EQUIPMENT, ALONG WALLS, AND IN ALL CORNERS IN ALL AREAS. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.11 OBSERVED EXPOSED FOAM-LIKE CAULK ON THE WALLS THROUGHOUT PREMISES IN MAIN PREP AREA AND BASEMENT. INSTRUCTED TO RESURFACE AREA TO ENSURE A SMOOTH AND EASILY CLEANABLE SURFACE.",41.96055088007665,-87.7542307472157,"
,  
(41.96055088007665, -87.7542307472157)"
2615847,LITTLE JOE'S CIRCLE LOUNGE INC,LITTLE JOE'S CIRCLE LOUNGE INC,319,Restaurant,Risk 1 (High),1041 W TAYLOR ST,CHICAGO,IL,60607,2025-04-16T00:00:00.000,Non-Inspection,No Entry,,41.86937117592203,-87.65278082182138,"
,  
(41.86937117592203, -87.65278082182138)"
2615820,HERITAGE RESTAURANT & CAVIAR BAR,HERITAGE RESTAURANT & CAVIAR BAR,2263375,Restaurant,Risk 1 (High),2700 W CHICAGO AVE,CHICAGO,IL,60622,2025-04-16T00:00:00.000,Canvass,Pass w/ Conditions,29. COMPLIANCE WITH VARIANCE/SPECIALIZED PROCESS/HACCP - Comments: OBSERVED NON-TCS VACUUM PACKAGED FOOD AND VACUUM PACKAGING MACHINE/ SEALING MACHINE ON SITE. INSTRUCTED MANAGER TO ACQUIRE APPROVED HACCP PLAN BEFORE VACUUM PACKAGING. FOOD AND MACHINE TAGGED. PRIORITY FOUNDATION VIOLATION 7-38-005 NO CITATION ISSUED. | 32. VARIANCE OBTAINED FOR SPECIALIZED PROCESSING METHODS - Comments: OBSERVED VACUUM PACKING/ SEALING MACHINE ON SITE WITH NO VARIANCE. INSTRUCTED MANAGER TO OBTAIN VARIANCE. PRIORITY FOUNDATION VIOLATION 7-38-005 CONSOLIDATED WITH VIOALTION #29. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED CERTIFIED FOOD MANAGER WITH EXPIRED FOOD ALLERGEN TRAINING. INSTRUCTED MANAGER TO COMPLY WITH FOOD ALLERGEN REQUIREMENT.,41.89577762053548,-87.69430043757517,"
,  
(41.89577762053548, -87.69430043757517)"
2615824,STAX CAFE,STAX CAFE,2043064,Restaurant,Risk 1 (High),1401 W TAYLOR ST,CHICAGO,IL,60607,2025-04-16T00:00:00.000,Canvass Re-Inspection,Pass,,41.86922878759179,-87.66170014621903,"
,  
(41.86922878759179, -87.66170014621903)"
2615810,EASTER SEALS METROPOLITAN CHICAGO INC.,EASTER SEALS METROPOLITAN CHICAGO INC.,2353850,School,Risk 1 (High),1939 W 13TH ST.,CHICAGO,IL,60608,2025-04-16T00:00:00.000,Canvass Re-Inspection,Pass,,41.864844873136285,-87.6752189405459,"
,  
(41.864844873136285, -87.6752189405459)"
2615790,BRGRBELLY,BRGRBELLY,2203563,Restaurant,Risk 1 (High),5739 W IRVING PARK RD,CHICAGO,IL,60634,2025-04-16T00:00:00.000,Canvass,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED GREASE BUILD UP UNDER GRILL, ON EXTERIOR OF COOKING FRYERS AND INSIDE COOKING FRYERS. MUST CLEAN AND MAINTAIN.",41.95302031944678,-87.77104624990605,"
,  
(41.95302031944678, -87.77104624990605)"
2615858,EL BUEN TACO #4,EL BUEN TACO #4,3015754,Mobile Food Preparer,Risk 2 (Medium),2300 S THROOP ST,CHICAGO,IL,60608,2025-04-16T00:00:00.000,License Re-Inspection,Pass,"37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: 3-601.11 OBSERVED BUSINESS LICENSE NUMBER (3015754) PRINTED ON LATERAL SIDES OF THE VEHICLE AT LEAST 2 INCHES IN HEIGHT. INSTRUCTED TO PROVIDE. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-201.11 OBSERVED A 2 DOOR REFRIGERATOR NOT MOUNTED TO THE WALL OR GROUND. INSTRUCTED TO ENSURE ALL EQUIPMENT IS SECURED PROPERLY WHILE MFP IS IN MOTION.",41.85045102427,-87.65879785567869,"
,  
(41.85045102427, -87.65879785567869)"
2615839,DULCE MESA,DULCE MESA,2803377,Restaurant,Risk 1 (High),2835 N CENTRAL AVE,CHICAGO,IL,60634,2025-04-16T00:00:00.000,Canvass,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED MILK CRATES, BOXES AND UNNECESSARY ITEMS STORED THROUGHOUT FACILITY. MUST REMOVE ITEMS.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO CLEAN FLOORS THROUGHOUT PREP AREAS.",41.93233307427379,-87.7661365319532,"
,  
(41.93233307427379, -87.7661365319532)"
2615794,REILLY'S DAUGHTER IRISH PUB,REILLY'S DAUGHTER IRISH PUB,2584039,Restaurant,Risk 1 (High),5700 S CICERO AVE,CHICAGO,IL,60638,2025-04-16T00:00:00.000,Canvass Re-Inspection,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.12 OBSERVED BUILD UP OF RESIDUE AND DEBRIS IN FLOOR DRAINS. OBSERVED RESIDUE, LITTER, AND BUILDUP ON FLOORS NEAR DISH MACHINE AND REAR DRY STORAGE RACK. OBSERVED RESIDUE, LITTER, AND DEBRIS UNDER BAR AREA. OBSERVED INSTRUCTED PERSON IN CHARGE TO CLEAN AND MAINTAIN.",41.789329323265385,-87.74164564419637,"
,  
(41.789329323265385, -87.74164564419637)"
2615843,LITTLE VILLAGE HIGH SCHOOL,LITTLE VILLAGE HIGH SCHOOL,49121,School,Risk 1 (High),3120-3126 S KOSTNER,CHICAGO,IL,60623,2025-04-16T00:00:00.000,Canvass,Pass,,41.836019534753326,-87.73419465301697,"
,  
(41.836019534753326, -87.73419465301697)"
2615805,GABY'S FUNNEL CAKES #2 INC,GABY'S FUNNEL CAKES #2 INC,2956841,,Risk 2 (Medium),3814 S HOME AVE,BERWYN,IL,60402,2025-04-16T00:00:00.000,Canvass,Pass,,,,
2615856,FUNNEL CAKE & ICEE MAN,FUNNEL CAKE & ICEE MAN,2850605,Mobile Food Preparer,Risk 2 (Medium),2300 S THROOP ST,CHICAGO,IL,60608,2025-04-16T00:00:00.000,License,Pass,37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: 3-601.11 OBSERVED THE BUSINESS LICENSE NUMBER NOT PRINTED ON THE DRIVER'S SIDE OF THE MFP. INSTRUCTED TO PROVIDE. | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: 5-501.16 OBSERVED NO GARBAGE CAN LOCATED ON THE MFP. INSTRUCTED TO PROVIDE.,41.85045102427,-87.65879785567869,"
,  
(41.85045102427, -87.65879785567869)"
2615849,TACO FIRME,TACO FIRME,2867841,Restaurant,Risk 1 (High),2640 W CHICAGO AVE,CHICAGO,IL,60622,2025-04-16T00:00:00.000,Canvass,Fail,"47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED EQUIPMENT WRAPPED IN FOIL. INSTRUCTED MANAGER TO REMOVE FOIL. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED COCA-COLA COOLER WITH MISSING KICK PLATES. INSTRUCTED MANAGER TO REPLACE KICK PLATES.  | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: OBSERVED 3 COMPARTMENT SINK NOT IN PROPER WORKING ORDER. WHEN WATER IN ONE COMPARTMENT DRAINS, ANOTHER COMPARTMENT FLOODS BEFORE GOING BACK DOWN. INSTRUCTED MANAGER TO SERVICE 3 COMPARTMENT SINK. PRIORITY FOUNDATION VIOLATION 7-38-025 CITATION ISSUED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FOOD SPLATTER AND FOOD DEBRIS ON WALLS AND FLOORS THROUGHOUT FACILITY. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN FLOORS AND WALLS.",41.89578616153153,-87.69342745531497,"
,  
(41.89578616153153, -87.69342745531497)"
2615786,T&J FOOD SERVICES LLC,SAUSAGE FEST,2966106,Mobile Food Preparer,Risk 2 (Medium),135 N KEDZIE AVE,CHICAGO,IL,60612,2025-04-15T00:00:00.000,License,Pass,,41.88390509704504,-87.70605925083947,"
,  
(41.88390509704504, -87.70605925083947)"
2615784,TACO MOTORA INC,TACO MOTORA INC,2952352,Mobile Food Preparer,Risk 1 (High),2300 S THROOP ST,CHICAGO,IL,60608,2025-04-15T00:00:00.000,License,Pass,"37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: INSTRUTED TO PROVIDE LICENSE NUMBER ON LATERAL SIDES OF FOOD TRUCK. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED GREASE BUILDUP ALONGSIDE OF DEEP FRYERS AND FOOD IN BETWEEN COOLING UNITS AND STEAM TABLE EQUIPMENT, INSTRUCTED TO CLEAN AND MAINTAIN EQUIPMENT FREE FROM BUILDUP. | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: MUST PROVIDE RECEPTACLE AND MAINTAIN AS REQUIRED.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO REMOVE DRIED FOOD DEBRIS ON FLOORS THROUGHOUT.",41.85045102427,-87.65879785567869,"
,  
(41.85045102427, -87.65879785567869)"
2615754,EL RINCONCITO DE ARANDAS,EL RINCONCITO DE ARANDAS,2856227,Restaurant,Risk 1 (High),3645 1/2 W 83RD PL,CHICAGO,IL,60652,2025-04-14T00:00:00.000,Canvass,Pass,"28. TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, & USED - Comments: EMPLOYEE PERSONAL BELONGINGS IMPROPERLY STORED. INSTD TO STORE IN DESIGNATED AREA ONLY. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: ALL PLUMBING FIXTURES IN TOILET ROOM INCLUDING SINK, TOILET BASE NEED DETAILED CLEANING. INSTD TO CLEAN AND MAINTAIN",41.74128282135388,-87.71382961609703,"
,  
(41.74128282135388, -87.71382961609703)"
2615732,MIDWAY SUB,MIDWAY SUB,2013448,Restaurant,Risk 1 (High),6421 W ARCHER AVE,CHICAGO,IL,60638,2025-04-14T00:00:00.000,Canvass,Pass,"16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: OBSERVED SLIGHT BUILD UP ON SIDE OF ICE MACHINE. INSTRUCTED PERSON IN CHARGE TO CLEAN AND MAINTAIN. | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: OBSERVED NO SIGNAGE ON THREE COMPARTMENT SINK FOR ""WASH, RINSE, SANITIZE"" DESIGNATION. INSTRUCTED PERSON IN CHARGE TO PROVIDE SIGNAGE FOR EACH SINK COMPARTMENT.  | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED SLIGHT BUILD UP OF GRIME AND RESIDUE ON WIRE SHELVING INSIDE WALK IN COOLER. INSTRUCTED PERSON IN CHARGE TO CLEAN AND MAINTAIN.",41.7922147542527,-87.78277752928788,"
,  
(41.7922147542527, -87.78277752928788)"
2615675,ST. DANIEL THE PROPHET,ST. DANIEL THE PROPHET,2225080,School,Risk 1 (High),5337 S NATOMA AVE,CHICAGO,IL,60638,2025-04-14T00:00:00.000,Canvass,Pass,"53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED RECEPTACLE IN STAFF RESTROOMS. INSTRUCTED PERSON IN CHARGE TO PROVIDE COVERED RECEPTACLE IN ALL STAFF RESTROOMS FOR FEMALE USE AND MAINTAIN.",41.79485633637961,-87.78784398186284,"
,  
(41.79485633637961, -87.78784398186284)"
2615730,PEPE TACO,PEPE TACO,1553,Restaurant,Risk 1 (High),11652 S WESTERN AVE,CHICAGO,IL,60643,2025-04-14T00:00:00.000,Short Form Complaint,Pass,"39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments:  NOZZLES AND AREA AROUND NOZZLES IN NEED OF DETAIL CLEANING TO REMOVE BUILD UP. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: WIPING CLOTHS WHEN NOT IN USE MUST BE STORED IN A CLEAN SANITIZING SOLUTION. INSTRUCTED TO PROVIDE AND MAINTAIN  | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: ALL COOKING EQUIPMENT IN NEED OF DETAIL CLEANING TO REMOVE ALL FOOD SPILLS AND BUILD UP. INSTRUCTED TO CLEAN AND MAINTAIN | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: LEAK AT FAUCET ON FRONT HANDWASH SINK.  INSTRUCTED TO CORRECT AND MAINTAIN | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FLOORS UNDER AND AROUND ALL COOKING EQUIPMENT AND HOT HOLDING EQUIPMENT IN NEED OF DETAIL CLEANING TO REMOVE ALL GREASE AND FOOD SPILLS. CLEAN AND MAINTAIN | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: COVING AT FAR END OF PREP LINE IN NEED OF REPAIR. INSTRUCTED TO CORRECT AND MAINTAIN",41.68109249164601,-87.68096792419318,"
,  
(41.68109249164601, -87.68096792419318)"
2615742,'C' A CATERING AND EVENT COMPANY,'C' A CATERING AND EVENT COMPANY,1894079,Restaurant,Risk 1 (High),4300-4304 N CENTRAL AVE,CHICAGO,IL,60634,2025-04-14T00:00:00.000,Canvass,Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO DETAIL CLEAN AND ORGANIZE BASEMENT STORAGE AREAS AND REMOVE UNNECESSARY ARTICLES DUE TO POTENTIAL PEST HARBORAGE AND ELEVATE SUPPLIES/EQUIPMENTS OFF THE FLOOR AT LEAST 6"" INCHES TO FACILITATE CLEANING.",41.958699198573456,-87.76733239271287,"
,  
(41.958699198573456, -87.76733239271287)"
2615749,DOMINOS PIZZA,DOMINOS PIZZA,2956097,Restaurant,Risk 1 (High),2337 W CERMAK RD,CHICAGO,IL,60608,2025-04-14T00:00:00.000,Canvass,Pass w/ Conditions,5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: 2-501.11 OBSERVED NO WRITTEN PROCEDURE NOR ADEQUATE SUPPLIES ON SITE TO PROPERLY RESPOND TO VOMIT AND DIARRHEA EVENTS THAT CAN POTENTIALLY OCCUR INSIDE OF THE FACILITY. INSTRUCTED TO PROVIDE AT ALL TIMES. PRIORITY FOUNDATION. CITATION ISSUED 7-38-005. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: 2-102.13 OBSERVED NO ALLERGEN TRAINING CERTIFICATE ON SITE. INSTRUCTED TO MEET REQUIREMENT FOR ALL CITY OF CHICAGO FOOD SERVICE SANITATION MANAGERS ON SITE.,41.85192841685362,-87.68472649164053,"
,  
(41.85192841685362, -87.68472649164053)"
2615782,LALICH DELICATESSEN,LALICH DELICATESSEN,1800376,Grocery Store,Risk 1 (High),4208 W LAWRENCE AVE,CHICAGO,IL,60630,2025-04-14T00:00:00.000,Non-Inspection,No Entry,,41.96829060220653,-87.73337283258566,"
,  
(41.96829060220653, -87.73337283258566)"
